,cluster_id
8789,3
8790,2
8791,2
8792,2
8793,3
8794,3
8795,1
8796,3
8797,1
8798,2
8799,0
8800,0
8801,2
8802,3
8803,2
8804,0
8805,0
8806,2
8807,1
8808,1
8809,3
8810,2
8811,2
8812,3
8813,3
8814,1
8815,3
8816,3
8817,1
8818,1
8819,0
8820,1
8821,1
8822,2
8823,3
8824,0
8825,0
8826,2
8827,1
8828,3
8829,0
8830,3
8831,2
8832,2
8833,0
8834,2
8835,0
8836,3
8837,1
8838,1
8839,3
8840,2
8841,1
8842,0
8843,0
8844,2
8845,0
8846,1
8847,2
8848,3
8849,3
8850,2
8851,1
8852,2
8853,1
8854,3
8855,2
8856,1
8857,0
8858,1
8859,0
8860,0
8861,2
8862,3
8863,0
8864,3
8865,3
8866,1
8867,3
8868,2
8869,0
8870,3
8871,3
8872,2
8873,1
8874,0
8875,2
8876,1
8877,2
8878,0
8879,3
8880,0
8881,3
8882,2
8883,3
8884,3
8885,3
8886,0
8887,1
8888,0
8889,1
8890,1
8891,3
8892,1
8893,0
8894,1
8895,1
8896,1
8897,2
8898,1
8899,0
8900,1
8901,0
8902,2
8903,2
8904,3
8905,3
8906,1
8907,2
8908,0
8909,3
8910,2
8911,2
8912,0
8913,3
8914,1
8915,1
8916,3
8917,1
8918,1
8919,0
8920,2
8921,3
8922,3
8923,3
8924,0
8925,0
8926,2
8927,2
8928,2
8929,0
8930,2
8931,3
8932,2
8933,0
8934,3
8935,0
8936,3
8937,0
8938,2
8939,3
8940,1
8941,1
8942,1
8943,0
8944,3
8945,1
8946,3
8947,0
8948,2
8949,2
8950,2
8951,2
8952,2
8953,2
8954,1
8955,2
8956,2
8957,2
8958,2
8959,1
8960,1
8961,1
8962,0
8963,1
8964,1
8965,3
8966,1
8967,0
8968,1
8969,1
8970,2
8971,1
8972,3
8973,1
8974,1
8975,2
8976,1
8977,3
8978,3
8979,2
8980,0
8981,3
8982,0
8983,1
8984,3
8985,1
8986,1
8987,1
8988,0
8989,0
8990,2
8991,0
8992,3
8993,0
8994,3
8995,3
8996,2
8997,0
8998,2
8999,0
9000,3
9001,1
9002,1
9003,0
9004,1
9005,3
9006,2
9007,2
9008,0
9009,0
9010,0
9011,3
9012,0
9013,1
9014,0
9015,1
9016,2
9017,3
9018,3
9019,3
9020,3
9021,3
9022,1
9023,0
9024,1
9025,1
9026,2
9027,0
9028,3
9029,2
9030,1
9031,1
9032,3
9033,1
9034,1
9035,2
9036,3
9037,1
9038,3
9039,2
9040,2
9041,2
9042,3
9043,0
9044,3
9045,1
9046,2
9047,0
9048,3
9049,2
9050,3
9051,3
9052,2
9053,2
9054,1
9055,3
9056,2
9057,3
9058,1
9059,2
9060,1
9061,1
9062,2
9063,0
9064,3
9065,2
9066,1
9067,0
9068,2
9069,2
9070,2
9071,2
9072,3
9073,0
9074,2
9075,2
9076,1
9077,0
9078,1
9079,2
9080,1
9081,2
9082,3
9083,1
9084,3
9085,3
9086,0
9087,0
9088,3
9089,3
9090,2
9091,0
9092,2
9093,1
9094,1
9095,1
9096,1
9097,2
9098,3
9099,3
9100,0
9101,0
9102,1
9103,2
9104,1
9105,3
9106,0
9107,1
9108,1
9109,2
9110,1
9111,1
9112,2
9113,3
9114,1
9115,0
9116,3
9117,0
9118,3
9119,0
9120,2
9121,3
9122,3
9123,1
9124,0
9125,3
9126,0
9127,0
9128,0
9129,1
9130,1
9131,0
9132,3
9133,3
9134,2
9135,2
9136,1
9137,2
9138,2
9139,2
9140,3
9141,1
9142,0
9143,0
9144,1
9145,1
9146,2
9147,1
9148,1
9149,3
9150,2
9151,1
9152,3
9153,3
9154,3
9155,2
9156,1
9157,1
9158,2
9159,2
9160,0
9161,0
9162,2
9163,0
9164,3
9165,0
9166,0
9167,2
9168,0
9169,1
9170,2
9171,1
9172,2
9173,2
9174,2
9175,2
9176,0
9177,2
9178,3
9179,2
9180,1
9181,0
9182,0
9183,3
9184,2
9185,0
9186,3
9187,1
9188,2
9189,2
9190,3
9191,0
9192,1
9193,3
9194,1
9195,0
9196,3
9197,3
9198,2
9199,0
9200,2
9201,1
9202,0
9203,2
9204,0
9205,0
9206,2
9207,3
9208,2
9209,2
9210,2
9211,1
9212,0
9213,2
9214,3
9215,1
9216,1
9217,1
9218,0
9219,2
9220,1
9221,3
9222,0
9223,3
9224,1
9225,0
9226,3
9227,3
9228,1
9229,3
9230,0
9231,0
9232,3
9233,0
9234,1
9235,0
9236,2
9237,2
9238,2
9239,1
9240,0
9241,2
9242,0
9243,1
9244,1
9245,2
9246,1
9247,1
9248,0
9249,2
9250,1
9251,3
9252,1
9253,2
9254,2
9255,2
9256,0
9257,1
9258,1
9259,1
9260,0
9261,3
9262,3
9263,0
9264,3
9265,3
9266,3
9267,3
9268,1
9269,3
9270,0
9271,1
9272,3
9273,0
9274,1
9275,2
9276,3
9277,2
9278,0
9279,2
9280,0
9281,3
9282,1
9283,1
9284,2
9285,1
9286,0
9287,3
9288,1
9289,2
9290,2
9291,2
9292,3
9293,2
9294,0
9295,3
9296,0
9297,1
9298,1
9299,0
9300,2
9301,1
9302,3
9303,3
9304,2
9305,2
9306,0
9307,1
9308,2
9309,1
9310,0
9311,2
9312,1
9313,0
9314,2
9315,3
9316,2
9317,0
9318,0
9319,0
9320,2
9321,0
9322,2
9323,3
9324,1
9325,1
9326,3
9327,2
9328,0
9329,0
9330,1
9331,0
9332,1
9333,2
9334,3
9335,1
9336,2
9337,1
9338,2
9339,1
9340,3
9341,3
9342,1
9343,2
9344,1
9345,3
9346,1
9347,1
9348,0
9349,0
9350,2
9351,2
9352,0
9353,2
9354,3
9355,2
9356,0
9357,1
9358,3
9359,0
9360,3
9361,0
9362,0
9363,1
9364,1
9365,1
9366,1
9367,2
9368,1
9369,3
9370,0
9371,3
9372,1
9373,3
9374,0
9375,2
9376,1
9377,1
9378,0
9379,3
9380,2
9381,2
9382,2
9383,3
9384,2
9385,1
9386,2
9387,1
9388,0
9389,0
9390,2
9391,0
9392,1
9393,0
9394,1
9395,2
9396,0
9397,0
9398,0
9399,1
9400,2
9401,1
9402,1
9403,0
9404,2
9405,3
9406,1
9407,1
9408,1
9409,1
9410,0
9411,2
9412,1
9413,3
9414,0
9415,0
9416,0
9417,0
9418,1
9419,0
9420,1
9421,3
9422,2
9423,2
9424,1
9425,0
9426,3
9427,2
9428,0
9429,1
9430,1
9431,3
9432,0
9433,1
9434,1
9435,3
9436,2
9437,0
9438,3
9439,3
9440,2
9441,0
9442,1
9443,0
9444,1
9445,3
9446,2
9447,1
9448,0
9449,0
9450,3
9451,2
9452,0
9453,2
9454,0
9455,1
9456,3
9457,1
9458,2
9459,3
9460,1
9461,2
9462,1
9463,1
9464,1
9465,2
9466,2
9467,3
9468,1
9469,2
9470,1
9471,0
9472,3
9473,3
9474,3
9475,3
9476,0
9477,0
9478,1
9479,1
9480,2
9481,3
9482,3
9483,3
9484,1
9485,2
9486,2
9487,0
9488,1
9489,0
9490,3
9491,3
9492,3
9493,3
9494,1
9495,0
9496,1
9497,1
9498,0
9499,3
9500,1
9501,3
9502,2
9503,0
9504,0
9505,0
9506,1
9507,3
9508,1
9509,1
9510,3
9511,1
9512,0
9513,3
9514,0
9515,3
9516,2
9517,2
9518,0
9519,0
9520,2
9521,0
9522,2
9523,2
9524,2
9525,0
9526,1
9527,1
9528,2
9529,0
9530,2
9531,1
9532,2
9533,0
9534,0
9535,3
9536,1
9537,2
9538,1
9539,2
9540,3
9541,2
9542,3
9543,2
9544,3
9545,1
9546,3
9547,1
9548,0
9549,0
9550,0
9551,0
9552,0
9553,1
9554,3
9555,1
9556,0
9557,1
9558,2
9559,1
9560,1
9561,0
9562,2
9563,1
9564,3
9565,3
9566,1
9567,0
9568,0
9569,2
9570,0
9571,2
9572,0
9573,1
9574,2
9575,2
9576,2
9577,2
9578,2
9579,2
9580,2
9581,0
9582,0
9583,2
9584,0
9585,2
9586,1
9587,1
9588,3
9589,0
9590,0
9591,0
9592,2
9593,1
9594,1
9595,3
9596,0
9597,2
9598,1
9599,3
9600,3
9601,2
9602,1
9603,3
9604,2
9605,2
9606,2
9607,0
9608,0
9609,0
9610,0
9611,3
9612,2
9613,0
9614,1
9615,2
9616,0
9617,1
9618,2
9619,1
9620,0
9621,2
9622,3
9623,1
9624,1
9625,3
9626,2
9627,3
9628,1
9629,0
9630,1
9631,1
9632,0
9633,2
9634,2
9635,3
9636,1
9637,0
9638,0
9639,0
9640,0
9641,2
9642,2
9643,0
9644,1
9645,1
9646,3
9647,1
9648,3
9649,0
9650,1
9651,1
9652,1
9653,1
9654,0
9655,0
9656,2
9657,1
9658,0
9659,3
9660,0
9661,0
9662,3
9663,2
9664,3
9665,3
9666,3
9667,0
9668,2
9669,2
9670,3
9671,3
9672,3
9673,2
9674,1
9675,0
9676,1
9677,2
9678,0
9679,3
9680,0
9681,2
9682,0
9683,2
9684,2
9685,3
9686,1
9687,2
9688,1
9689,2
9690,0
9691,1
9692,0
9693,0
9694,3
9695,1
9696,3
9697,1
9698,3
9699,0
9700,1
9701,1
9702,0
9703,3
9704,1
9705,0
9706,2
9707,1
9708,2
9709,1
9710,1
9711,3
9712,1
9713,3
9714,1
9715,3
9716,1
9717,2
9718,0
9719,3
9720,1
9721,2
9722,3
9723,1
9724,0
9725,0
9726,1
9727,0
9728,3
9729,1
9730,1
9731,2
9732,2
9733,2
9734,0
9735,2
9736,2
9737,0
9738,2
9739,0
9740,1
9741,2
9742,3
9743,1
9744,0
9745,0
9746,1
9747,1
9748,2
9749,0
9750,3
9751,0
9752,0
9753,1
9754,0
9755,3
9756,2
9757,3
9758,0
9759,1
9760,0
9761,1
9762,3
9763,1
9764,3
9765,1
9766,2
9767,1
9768,2
9769,0
9770,3
9771,1
9772,1
9773,1
9774,1
9775,2
9776,1
9777,2
9778,1
9779,3
9780,0
9781,2
9782,3
9783,0
9784,1
9785,0
9786,2
9787,2
9788,3
9789,0
9790,0
9791,3
9792,2
9793,3
9794,1
9795,1
9796,3
9797,0
9798,0
9799,2
9800,3
9801,1
9802,3
9803,0
9804,2
9805,3
9806,1
9807,2
9808,2
9809,1
9810,0
9811,3
9812,3
9813,1
9814,1
9815,2
9816,3
9817,1
9818,2
9819,2
9820,0
9821,2
9822,1
9823,3
9824,3
9825,2
9826,1
9827,3
9828,2
9829,2
9830,0
9831,2
9832,1
9833,1
9834,3
9835,2
9836,1
9837,2
9838,0
9839,2
9840,2
9841,2
9842,1
9843,3
9844,0
9845,1
9846,3
9847,3
9848,2
9849,2
9850,1
9851,1
9852,1
9853,3
9854,1
9855,3
9856,0
9857,2
9858,0
9859,0
9860,1
9861,1
9862,3
9863,0
9864,2
9865,3
9866,0
9867,2
9868,1
9869,0
9870,0
9871,1
9872,2
9873,2
9874,3
9875,1
9876,1
9877,1
9878,2
9879,0
9880,0
9881,0
9882,3
9883,2
9884,0
9885,0
9886,3
9887,3
9888,3
9889,3
9890,3
9891,1
9892,0
9893,1
9894,0
9895,2
9896,2
9897,2
9898,1
9899,3
9900,1
9901,2
9902,1
9903,2
9904,3
9905,3
9906,1
9907,2
9908,2
9909,1
9910,1
9911,0
9912,1
9913,0
9914,3
9915,2
9916,2
9917,3
9918,3
9919,0
9920,1
9921,0
9922,3
9923,0
9924,1
9925,3
9926,0
9927,3
9928,1
9929,0
9930,3
9931,2
9932,3
9933,3
9934,3
9935,2
9936,0
9937,3
9938,1
9939,2
9940,1
9941,3
9942,1
9943,2
9944,1
9945,1
9946,0
9947,2
9948,3
9949,1
9950,1
9951,2
9952,3
9953,2
9954,3
9955,2
9956,3
9957,1
9958,2
9959,1
9960,2
9961,0
9962,0
9963,0
9964,2
9965,1
9966,0
9967,3
9968,0
9969,1
9970,3
9971,1
9972,0
9973,1
9974,3
9975,0
9976,1
9977,2
9978,3
9979,1
9980,3
9981,2
9982,1
9983,1
9984,1
9985,1
9986,2
9987,2
9988,0
9989,1
9990,1
9991,3
9992,1
9993,0
9994,0
9995,0
9996,0
9997,3
9998,2
9999,0
10000,3
10001,0
10002,2
10003,0
10004,3
10005,3
10006,1
10007,1
10008,0
10009,3
10010,0
10011,0
10012,0
10013,0
10014,1
10015,2
10016,2
10017,2
10018,2
10019,0
10020,1
10021,1
10022,3
10023,0
10024,1
10025,1
10026,0
10027,0
10028,2
10029,0
10030,3
10031,0
10032,3
10033,1
10034,0
10035,0
10036,2
10037,2
10038,3
10039,0
10040,2
10041,2
10042,3
10043,3
10044,2
10045,0
10046,2
10047,0
10048,3
10049,2
10050,2
10051,2
10052,3
10053,0
10054,3
10055,2
10056,3
10057,0
10058,1
10059,1
10060,3
10061,3
10062,2
10063,3
10064,3
10065,2
10066,1
10067,3
10068,2
10069,3
10070,1
10071,3
10072,1
10073,1
10074,1
10075,1
10076,1
10077,0
10078,2
10079,1
10080,0
10081,1
10082,2
10083,3
10084,2
10085,0
10086,2
10087,3
10088,0
10089,2
10090,2
10091,0
10092,0
10093,1
10094,0
10095,3
10096,0
10097,3
10098,2
10099,1
10100,0
10101,1
10102,3
10103,2
10104,1
10105,3
10106,2
10107,0
10108,2
10109,1
10110,0
10111,3
10112,1
10113,2
10114,3
10115,3
10116,1
10117,3
10118,1
10119,1
10120,2
10121,3
10122,1
10123,0
10124,1
10125,1
10126,3
10127,2
10128,2
10129,3
10130,1
10131,3
10132,2
10133,1
10134,1
10135,0
10136,0
10137,1
10138,1
10139,3
10140,1
10141,2
10142,3
10143,2
10144,3
10145,0
10146,3
10147,1
10148,1
10149,3
10150,1
10151,0
10152,1
10153,3
10154,3
10155,2
10156,1
10157,0
10158,0
10159,0
10160,3
10161,2
10162,0
10163,1
10164,2
10165,0
10166,3
10167,1
10168,2
10169,1
10170,3
10171,2
10172,0
10173,1
10174,1
10175,3
10176,0
10177,0
10178,2
10179,0
10180,3
10181,3
10182,0
10183,1
10184,3
10185,2
10186,3
10187,2
10188,1
10189,3
10190,2
10191,3
10192,1
10193,1
10194,0
10195,0
10196,3
10197,3
10198,2
10199,3
10200,0
10201,1
10202,3
10203,3
10204,2
10205,0
10206,0
10207,1
10208,3
10209,3
10210,0
10211,0
10212,3
10213,3
10214,1
10215,2
10216,3
10217,0
10218,3
10219,0
10220,0
10221,1
10222,0
10223,1
10224,0
10225,1
10226,3
10227,1
10228,0
10229,0
10230,3
10231,1
10232,2
10233,2
10234,3
10235,2
10236,1
10237,0
10238,1
10239,2
10240,1
10241,1
10242,2
10243,0
10244,2
10245,0
10246,2
10247,2
10248,3
10249,1
10250,1
10251,0
10252,2
10253,3
10254,3
10255,3
10256,1
10257,1
10258,0
10259,0
10260,2
10261,0
10262,1
10263,3
10264,1
10265,1
10266,0
10267,1
10268,1
10269,3
10270,3
10271,2
10272,2
10273,2
10274,0
10275,3
10276,3
10277,1
10278,2
10279,1
10280,3
10281,2
10282,1
10283,0
10284,2
10285,0
10286,0
10287,2
10288,3
10289,3
10290,2
10291,3
10292,3
10293,1
10294,2
10295,2
10296,2
10297,2
10298,3
10299,1
10300,2
10301,0
10302,1
10303,2
10304,3
10305,1
10306,2
10307,0
10308,3
10309,0
10310,0
10311,0
10312,3
10313,3
10314,0
10315,0
10316,3
10317,0
10318,2
10319,3
10320,1
10321,0
10322,1
10323,2
10324,3
10325,1
10326,0
10327,1
10328,1
10329,0
10330,3
10331,2
10332,1
10333,3
10334,0
10335,2
10336,0
10337,2
10338,2
10339,1
10340,1
10341,3
10342,1
10343,0
10344,1
10345,0
10346,1
10347,1
10348,2
10349,2
10350,0
10351,1
10352,1
10353,1
10354,3
10355,0
10356,0
10357,1
10358,3
10359,0
10360,2
10361,0
10362,2
10363,1
10364,1
10365,2
10366,2
10367,3
10368,2
10369,1
10370,0
10371,0
10372,0
10373,1
10374,1
10375,3
10376,3
10377,2
10378,3
10379,2
10380,0
10381,2
10382,0
10383,3
10384,1
10385,2
10386,0
10387,3
10388,0
10389,1
10390,2
10391,2
10392,1
10393,1
10394,0
10395,1
10396,0
10397,3
10398,0
10399,2
10400,3
10401,0
10402,1
10403,0
10404,1
10405,1
10406,2
10407,1
10408,3
10409,2
10410,3
10411,3
10412,2
10413,0
10414,2
10415,3
10416,0
10417,3
10418,2
10419,2
10420,2
10421,0
10422,1
10423,0
10424,3
10425,2
10426,2
10427,0
10428,3
10429,2
10430,2
10431,2
10432,3
10433,1
10434,1
10435,0
10436,3
10437,3
10438,0
10439,3
10440,2
10441,2
10442,3
10443,2
10444,1
10445,0
10446,3
10447,0
10448,2
10449,3
10450,3
10451,1
10452,0
10453,1
10454,2
10455,1
10456,3
10457,2
10458,0
10459,3
10460,0
10461,0
10462,0
10463,3
10464,2
10465,3
10466,2
10467,0
10468,3
10469,1
10470,1
10471,0
10472,2
10473,1
10474,2
10475,3
10476,1
10477,2
10478,2
10479,1
10480,2
10481,0
10482,1
10483,3
10484,2
10485,0
10486,2
10487,0
10488,2
10489,1
10490,2
10491,0
10492,1
10493,1
10494,3
10495,2
10496,1
10497,3
10498,0
10499,1
10500,2
10501,2
10502,3
10503,2
10504,1
10505,0
10506,0
10507,3
10508,2
10509,1
10510,1
10511,3
10512,1
10513,3
10514,1
10515,0
10516,1
10517,3
10518,0
10519,3
10520,3
10521,3
10522,1
10523,3
10524,2
10525,0
10526,3
10527,2
10528,1
10529,2
10530,0
10531,1
10532,1
10533,2
10534,2
10535,0
10536,3
10537,3
10538,3
10539,3
10540,3
10541,0
10542,3
10543,2
10544,2
10545,0
10546,1
10547,0
10548,3
10549,0
10550,3
10551,0
10552,1
10553,0
10554,0
10555,0
10556,2
10557,3
10558,2
10559,1
10560,1
10561,3
10562,1
10563,2
10564,2
10565,0
10566,3
10567,0
10568,2
10569,2
10570,1
10571,3
10572,2
10573,0
10574,0
10575,0
10576,3
10577,2
10578,2
10579,2
10580,0
10581,1
10582,3
10583,3
10584,3
10585,3
10586,2
10587,0
10588,3
10589,3
10590,2
10591,2
10592,0
10593,1
10594,0
10595,3
10596,2
10597,2
10598,0
10599,1
10600,1
10601,1
10602,0
10603,3
10604,0
10605,0
10606,1
10607,0
10608,0
10609,1
10610,1
10611,1
10612,1
10613,1
10614,3
10615,3
10616,1
10617,0
10618,1
10619,1
10620,1
10621,2
10622,0
10623,2
10624,2
10625,0
10626,1
10627,3
10628,1
10629,3
10630,3
10631,1
10632,3
10633,0
10634,0
10635,1
10636,2
10637,1
10638,2
10639,0
10640,0
10641,3
10642,2
10643,3
10644,2
10645,0
10646,1
10647,2
10648,0
10649,0
10650,3
10651,2
10652,0
10653,2
10654,1
10655,3
10656,2
10657,0
10658,3
10659,0
10660,1
10661,3
10662,1
10663,1
10664,1
10665,0
10666,1
10667,1
10668,1
10669,0
10670,0
10671,0
10672,1
10673,0
10674,0
10675,3
10676,2
10677,3
10678,1
10679,0
10680,2
10681,1
10682,3
10683,3
10684,3
10685,1
10686,2
10687,1
10688,1
10689,3
10690,0
10691,1
10692,1
10693,1
10694,3
10695,2
10696,1
10697,2
10698,3
10699,1
10700,1
10701,3
10702,3
10703,3
10704,1
10705,1
10706,2
10707,3
10708,1
10709,1
10710,1
10711,1
10712,1
10713,2
10714,0
10715,2
10716,3
10717,3
10718,0
10719,0
10720,3
10721,3
10722,2
10723,0
10724,3
10725,0
10726,0
10727,3
10728,0
10729,3
10730,2
10731,1
10732,3
10733,0
10734,3
10735,3
10736,0
10737,2
10738,1
10739,1
10740,2
10741,1
10742,1
10743,2
10744,3
10745,2
10746,3
10747,3
10748,3
10749,1
10750,1
10751,2
10752,2
10753,3
10754,2
10755,3
10756,2
10757,3
10758,3
10759,3
10760,2
10761,2
10762,1
10763,0
10764,2
10765,1
10766,3
10767,3
10768,0
10769,3
10770,2
10771,3
10772,0
10773,0
10774,1
10775,1
10776,3
10777,2
10778,0
10779,3
10780,3
10781,2
10782,3
10783,1
10784,3
10785,0
10786,0
10787,0
10788,3
10789,2
10790,0
10791,0
10792,3
10793,1
10794,1
10795,0
10796,1
10797,0
10798,3
10799,0
10800,3
10801,0
10802,1
10803,0
10804,0
10805,3
10806,2
10807,2
10808,0
10809,2
10810,1
10811,0
10812,0
10813,0
10814,3
10815,0
10816,2
10817,2
10818,0
10819,2
10820,1
10821,2
10822,0
10823,3
10824,1
10825,3
10826,2
10827,0
10828,0
10829,2
10830,3
10831,3
10832,0
10833,3
10834,3
10835,3
10836,2
10837,2
10838,0
10839,3
10840,1
10841,3
10842,3
10843,1
10844,1
10845,1
10846,2
10847,2
10848,3
10849,0
10850,1
10851,3
10852,3
10853,2
10854,3
10855,3
10856,0
10857,2
10858,2
10859,1
10860,1
10861,2
10862,2
10863,3
10864,0
10865,0
10866,1
10867,2
10868,1
10869,1
10870,2
10871,2
10872,1
10873,1
10874,2
10875,0
10876,2
10877,3
10878,1
10879,3
10880,3
10881,2
10882,2
10883,0
10884,0
10885,1
10886,2
10887,0
10888,2
10889,0
10890,2
10891,3
10892,1
10893,2
10894,2
10895,0
10896,1
10897,1
10898,0
10899,0
10900,0
10901,0
10902,0
10903,1
10904,3
10905,3
10906,3
10907,2
10908,3
10909,0
10910,2
10911,3
10912,2
10913,1
10914,0
10915,2
10916,1
10917,2
10918,1
10919,1
10920,1
10921,0
10922,3
10923,3
10924,3
10925,2
10926,3
10927,1
10928,0
10929,0
10930,3
10931,3
10932,0
10933,3
10934,3
10935,1
10936,2
10937,0
10938,3
10939,2
10940,1
10941,1
10942,1
10943,0
10944,3
10945,3
10946,1
10947,2
10948,3
10949,0
10950,2
10951,1
10952,1
10953,0
10954,0
10955,0
10956,1
10957,3
10958,0
10959,2
10960,0
10961,1
10962,0
10963,1
10964,1
10965,0
10966,2
10967,2
10968,0
10969,1
10970,2
10971,3
10972,3
10973,2
10974,3
10975,0
10976,1
10977,2
10978,3
10979,3
10980,1
10981,2
10982,1
10983,3
10984,3
10985,3
10986,0
10987,2
10988,0
10989,0
10990,1
10991,2
10992,0
10993,0
10994,1
10995,0
10996,0
10997,0
10998,0
10999,3
11000,2
11001,2
11002,2
11003,0
11004,3
11005,2
11006,0
11007,0
11008,0
11009,0
11010,2
11011,2
11012,0
11013,1
11014,1
11015,3
11016,3
11017,3
11018,0
11019,1
11020,0
11021,1
11022,2
11023,2
11024,0
11025,3
11026,0
11027,1
11028,2
11029,3
11030,3
11031,0
11032,0
11033,1
11034,1
11035,0
11036,1
11037,3
11038,2
11039,0
11040,1
11041,1
11042,0
11043,0
11044,3
11045,0
11046,0
11047,1
11048,1
11049,2
11050,3
11051,3
11052,3
11053,0
11054,1
11055,0
11056,1
11057,1
11058,2
11059,2
11060,2
11061,3
11062,2
11063,1
11064,2
11065,2
11066,3
11067,0
11068,0
11069,3
11070,0
11071,2
11072,0
11073,3
11074,1
11075,0
11076,3
11077,3
11078,1
11079,1
11080,1
11081,2
11082,0
11083,0
11084,2
11085,3
11086,0
11087,1
11088,0
11089,3
11090,2
11091,0
11092,0
11093,3
11094,1
11095,2
11096,3
11097,1
11098,1
11099,0
11100,0
11101,3
11102,1
11103,2
11104,3
11105,3
11106,1
11107,0
11108,1
11109,0
11110,1
11111,1
11112,2
11113,3
11114,0
11115,1
11116,3
11117,3
11118,0
11119,2
11120,1
11121,3
11122,0
11123,2
11124,2
11125,0
11126,0
11127,2
11128,1
11129,1
11130,3
11131,2
11132,3
11133,3
11134,3
11135,2
11136,0
11137,3
11138,2
11139,3
11140,3
11141,0
11142,1
11143,0
11144,1
11145,3
11146,0
11147,1
11148,0
11149,3
11150,0
11151,1
11152,3
11153,0
11154,2
11155,0
11156,3
11157,2
11158,3
11159,3
11160,0
11161,2
11162,3
11163,2
11164,1
11165,2
11166,0
11167,0
11168,1
11169,3
11170,2
11171,1
11172,0
11173,0
11174,1
11175,2
11176,1
11177,1
11178,3
11179,0
11180,0
11181,3
11182,3
11183,0
11184,0
11185,2
11186,1
11187,1
11188,2
11189,1
11190,0
11191,1
11192,1
11193,2
11194,2
11195,0
11196,0
11197,0
11198,1
11199,1
11200,2
11201,0
11202,0
11203,3
11204,0
11205,1
11206,0
11207,1
11208,3
11209,2
11210,1
11211,0
11212,3
11213,0
11214,3
11215,2
11216,2
11217,2
11218,2
11219,3
11220,0
11221,3
11222,0
11223,3
11224,1
11225,1
11226,3
11227,3
11228,2
11229,3
11230,1
11231,3
11232,1
11233,0
11234,0
11235,3
11236,0
11237,1
11238,1
11239,3
11240,3
11241,1
11242,3
11243,1
11244,1
11245,1
11246,2
11247,3
11248,2
11249,2
11250,0
11251,2
11252,0
11253,1
11254,0
11255,2
11256,2
11257,3
11258,3
11259,1
11260,0
11261,2
11262,1
11263,2
11264,2
11265,1
11266,2
11267,0
11268,3
11269,0
11270,0
11271,0
11272,0
11273,0
11274,3
11275,0
11276,0
11277,0
11278,3
11279,1
11280,0
11281,1
11282,1
11283,1
11284,1
11285,3
11286,2
11287,1
11288,1
11289,1
11290,1
11291,0
11292,0
11293,1
11294,3
11295,3
11296,3
11297,0
11298,1
11299,1
11300,0
11301,2
11302,3
11303,3
11304,2
11305,2
11306,0
11307,0
11308,0
11309,3
11310,2
11311,2
11312,2
11313,2
11314,1
11315,0
11316,3
11317,2
11318,0
11319,2
11320,3
11321,1
11322,0
11323,0
11324,0
11325,0
11326,1
11327,1
11328,2
11329,3
11330,2
11331,0
11332,1
11333,1
11334,3
11335,1
11336,3
11337,1
11338,3
11339,0
11340,3
11341,0
11342,1
11343,2
11344,3
11345,0
11346,3
11347,1
11348,3
11349,2
11350,2
11351,1
11352,3
11353,1
11354,1
11355,1
11356,0
11357,3
11358,2
11359,1
11360,0
11361,3
11362,3
11363,1
11364,0
11365,3
11366,0
11367,2
11368,1
11369,3
11370,1
11371,1
11372,0
11373,1
11374,1
11375,1
11376,2
11377,2
11378,2
11379,1
11380,1
11381,1
11382,3
11383,3
11384,2
11385,2
11386,1
11387,1
11388,3
11389,1
11390,1
11391,0
11392,0
11393,3
11394,3
11395,1
11396,0
11397,0
11398,0
11399,0
11400,0
11401,0
11402,0
11403,3
11404,0
11405,0
11406,0
11407,1
11408,1
11409,2
11410,2
11411,0
11412,1
11413,2
11414,2
11415,3
11416,0
11417,0
11418,0
11419,0
11420,3
11421,0
11422,3
11423,3
11424,0
11425,3
11426,2
11427,0
11428,2
11429,2
11430,2
11431,0
11432,3
11433,1
11434,2
11435,1
11436,1
11437,1
11438,0
11439,1
11440,0
11441,1
11442,3
11443,2
11444,1
11445,2
11446,0
11447,0
11448,0
11449,0
11450,0
11451,1
11452,1
11453,3
11454,3
11455,3
11456,2
11457,3
11458,3
11459,3
11460,3
11461,1
11462,2
11463,1
11464,2
11465,2
11466,0
11467,1
11468,2
11469,0
11470,2
11471,1
11472,3
11473,2
11474,3
11475,0
11476,3
11477,3
11478,1
11479,1
11480,1
11481,1
11482,0
11483,1
11484,1
11485,1
11486,2
11487,1
11488,1
11489,2
11490,0
11491,2
11492,0
11493,1
11494,2
11495,3
11496,0
11497,3
11498,2
11499,3
11500,2
11501,3
11502,3
11503,0
11504,0
11505,3
11506,2
11507,1
11508,2
11509,1
11510,2
11511,1
11512,2
11513,0
11514,1
11515,3
11516,2
11517,1
11518,1
11519,3
11520,1
11521,0
11522,2
11523,0
11524,0
11525,2
11526,2
11527,1
11528,3
11529,0
11530,3
11531,1
11532,1
11533,1
11534,1
11535,1
11536,0
11537,3
11538,0
11539,1
11540,0
11541,1
11542,0
11543,3
11544,3
11545,2
11546,2
11547,0
11548,3
11549,0
11550,3
11551,2
11552,0
11553,3
11554,1
11555,0
11556,3
11557,1
11558,1
11559,0
11560,1
11561,1
11562,3
11563,1
11564,3
11565,2
11566,1
11567,1
11568,2
11569,0
11570,3
11571,2
11572,2
11573,3
11574,3
11575,1
11576,1
11577,0
11578,3
11579,0
11580,3
11581,1
11582,3
11583,3
11584,0
11585,2
11586,2
